Transaction ID,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Year,Month
988,CUST988,Female,63,Clothing,3,25,75,2023,May
989,CUST989,Female,44,Electronics,1,25,25,2023,December
990,CUST990,Female,58,Beauty,2,500,1000,2023,May
991,CUST991,Female,34,Clothing,2,50,100,2023,December
992,CUST992,Female,57,Electronics,2,30,60,2023,August
993,CUST993,Female,48,Electronics,3,50,150,2023,February
994,CUST994,Female,51,Beauty,2,500,1000,2023,December
995,CUST995,Female,41,Clothing,1,30,30,2023,April
996,CUST996,Male,62,Clothing,1,50,50,2023,May
997,CUST997,Male,52,Beauty,3,30,90,2023,November
998,CUST998,Female,23,Beauty,4,25,100,2023,October
999,CUST999,Female,36,Electronics,3,50,150,2023,December
1000,CUST1000,Male,47,Electronics,4,30,120,2023,April
